RC NUMBER,COMPANY NAME,ADDRESS
2418819,AACOFIS ENTERPRISES,"NO 1, DEE BEE SHOPING PLAZA OPP. ST ANDREW ANGLICAN NUR / PRY SCHOOL,ADIGBE"
236198,AACONEX NIG LTD,"16, KENYATTA STR., , UWANI ,ENUGU"
1071754,AACOO QUARRY INDUSTRIES LIMITED,"NO.1,IFE-IBADANEXPRESSWAY,AJEBANDELE,ILE-IFE,OSUN"
1471166,AACRELA NIGERIA LIMITED,"PLOT 321 MAXWELL KHOBE CLOSE, ARMY POST SERVICE HOUSING SCHEME KURUDU, ABUJA-FCT"
NOT YET ASSIGNED,AACROWN VENTURE,"NO.1, ECWA SHOPPING COMPLEX AMOYO, KWARA STATE."
897591,AACU ENERGY LIMITED,"N0.1, OKOROLO STREET, D7 LINE , PORTHARCOURT ,RIVERS"
KD31089,AAD DANBORNO VENTURES,"NO.1 KACHIA ROAD KASUWAN MAGANI , KAJURU,KADUNA"
2032066,AAD ENTERTAINMENT COMPANY,"54,OSHIFOLARINSTREET,,AKOKA,,LAGOS."
DE26711,AAD EXCELLENT RESOURCES & CO,"NO. 28, UMUAJI STREET ASABA , OSHIMILI SOUTH,DELTA"
2341162,AAD FURNITURE ENTERPRISES,"NO.2 ATI KWAMA HOUSE KOFAN DOKA ZARIA,KADUNA"
215108,AAD INTERNATIONAL LTD,"171, UPPER MISSION ROAD , B/CITY ,EDO"
220891,AAD NIG LTD,"S7/1187, RUSEWE CLOSE., OPP. POLICE ST,A , IBADAN ,OYO"
808177,AAD OIL TRANSPORT & SONS NIG CO LTD,"NO1BOLORISTORESWULARIWARD,MAIDUGURI,BORNO"
1002499,AAD PROPERTY LIMITED,"PLOTNOZ497GWAGWALADARESIDENTIALLAYOUT,,abuja,fct"
741325,AAD RENOVET LIMITED,"SUITE30,PLOT2,BLOCK105,CANNANMALLCOMPPLEXLEKKIPHASEI,LAGOS,LAGOS"
614870,AAD UNIVERSAL PLUS LIMITED,"NO.1,DIOCESANHEADQUARTERSOWO,AKURE,ONDO"
766123,AADAG COMMERCIAL ENTERPRISES,"21 AJIBODU STR, KARAOLE ESATTE, IFAKO AGEGE,IKEJA , LAGOS,LAGOS"
936255,AADD GLOBAL RESOURCES LIMITED,"37, OLORUNLOGBON STREET, ANTHONY VILLAGE , LAGOS ,LAGOS"
303166,AADE CROWN (NIGERIA) LIMITED,"229,RAILWAYLINE,MUSHIN,LAGOS,LAGOS"
248527,AADE GENERATING POWER LIMITED,"KM-16, IKORODU ROAD OJOTA , LAGOS ,LAGOS"
117682,AADE INDUSTRIAL AND INVESTMENTS COMPANY LIMITED,"A6, FALOMO SHOPPING CENTRE, IKOYI , LAGOS ,LAGOS"
768303,AADE LIGHT OF LIPE TECH. ENG. CO.NIG ENT,"NO 13 MOBOREJE AVE IWO ROAD P.O. BOX 19445 , IBADAN,OYO"
298924,AADE OIL AND GAS LIMITED,"KM16,IKORODUROAD,OJOTA,LAGOS,LAGOS"
308333,AADE SAMAK TRADING CO.,"B 2, IBRAHIM TAIWO ROAD, , KADUNA,KADUNA"
2105902,AADEB GLOBAL CONCEPT,"18,CAMEROUNSTREET,,MUSHIN,,LAGOSSTATE."
332456,AADECO NIG LTD,"194,FARAWAMAIDUGURI,KANO,KANO"
607513,AADEDOLA ADEWALE DOLLY B. COMM ENT,"13 FOLORUNSHO STREET,OKO-OBA , AGEGE,LAGOS"
1024754,AADEK SOLUTIONS LTD,"9,ODUNLAMISTREET,OFFOLATILEWASTREETIKATE,SURULERE,LAGOS"
316453,AADELPHI MOTORS & ASSOCIATE CO.,"24, CALABAR STR.,S/LERE , LAGOS,LAGOS"
1143499,AADEO WORLDWIDE TRANSACTIONS LTD,"NO.36,OSAYEMWERESTREET,OFFMOBILECRESCENT,OG,BENIN,EDO"
952982,AADER-TECH (NIGERIA) ENTERPRISES,"PLOT 568 MICHAEL OKPARA STREET,ZONE 5 , WUSE,ABUJA"
294751,AADETUNJI AYOBANJI CONTRACT WORKS,"BACK 8 ITAPA STREET , ILE0-FE,OSUN"
1185650,AADHINANDHI VENTURES LTD,"NO.16, SERE CLOSE NULL NULL, ILUPEJU ,LAGOS"
816630,AADIAL RESOURCES LIMITED,"82,HOSPITALROAD,EKPAN,WARRI,DELTA"
1170072,AADIB ENERGY NIG.LIMITED,"PLOT879CAVERA63ROAD6THAVENUEFESTACLAGOS,LAGOS,LAGOS"
752021,AADIFI I. NIG. ENTS.,"154, NYANYA MARKET , ABUJA,FCT"
1253735,AADIL ENGINEERING AND CONSTRUCTION CO LTD,NO 490 DAURAWA QUARTERS MAIDUGURI ROAD
853822,AADISMAIL ENTERPRISES,"NO 7 RAHAMA RD,UNG/D9SA , KADUNA,KADUNA"
1055418,AADL GASES LIMITED,"KM40,ABEOKUTAEXPRESSWAY,SANGOOTTA,OGUN"
2123552,AADMORE WAVE VENTURE,"27,OBALANDESTREET,OFFGOVERNORROAD,,IKOTUN,,LAGOS,"
344614,AADMOT CL EARING & SANITATION SERV,"19 IGBALAIYE ST , AKURE,ONDO"
1066368,AADOAKAJAS INVESTMENT LIMITED,"NO.8,FASABA,CATJUNCTION,EKPANUVWIE,DELTA"
374811,AADOMS NIG LTD,"125B,SAIDUHOUSEOFFVICTORYROAD,SULEJA,NIGER"
2233595,AADOR MEDIA CONCEPT,"2,GOD'SCOVENANTHAVEN,IMALEFALAFIASTREET,OKEADO,,IBADAN,,OYO,"
1017909,AADORI GLOBAL VENTURES LTD,"6BSEN.OWOLABICLOSE,PHASE1EXTENSION,JIKWOYI,ABUJA,FCT"
144954,AADS HOLDINGS NIG LTD,"BB6, BADIKO NEW EXT. , KADUNA ,KADUNA"
1242752,AADT ENGINEERING CONSULTANTS LIMITED,"NO. 14, MOSS STREET, (OFF BREAKFIELD), EBUTE METTA,"
438046,AADTECH ALUMINIUM PRODUCTS LIMITED,"76,MOBOLAJIBANKANTHONYWAY,,IKEJA,LAGOS"
2261716,AADTECH INTEGRATED SYSTEMS,"SHOP1050,ISTFLOOR,AREA11SHOPPINGPLAZA,,ABUJA,F.C.T."
444795,AADUM TRADING CO,"32 HOPITA L RD , CRV,CERV"
468687,AADUNNI ADEDOYIN ENTERPRISES.,"24, KAKAWA STR. , LAGOS,LAGOS"
2278261,AADUNOLA SWEET VALUE VENTURES,"BLOCK498,FLAT6,JAKANDEESTATE,,ABESANIPAJA,,LAGOSSTATE."
2092256,AADURAMIGBA ENTERPRISES,"67,AWOLOWOWAY,,IKEJA,,LAGOSSTATE."
743164,AADVARK NIGERIA LIMITED,"NO.45,NELSONMANDELAASOKORO,ABUJA,FCT"
885275,AAE & COMPANY,"4, ASHESHE/EDU STREET, OFF JAKPA ROAD , EFFURUN,DELTA"
504151,AAE GLOBAL INVESTMENTS LIMITED,"12,CREEKCRESCENT,,APAPA,LAGOS"
1355690,AAE INTEGRATED FARMS LTD,"NO.1, KOBAPE VILLAGE"
2796418,AAE LOGISTICS & SERVICES,"32, Adegbenle Street, Chevy view estate, lekki, lagos"
2543338,AAE MULTI LINKS,"NO.25, RED BRICKS MARKET, DAWAKI EXTENSION"
120128,AAE NIGERIA LIMITED,"2, OWOLEWA STR., S/LERE , LAGOS ,LAGOS"
2779566,AAE SO�L ENTERPRISES,"21, MIKE DUNIOR STREET, BYAZHIN"
2710808,AAE ULTRAVOLT,"45, Haile Selassie street, Asokoro"
286986,AAECO ASSOCIATED ENGINEERING COMPANY LIMITED,"E.17/68, AGUGU ORE MEJI STREET, , IBADAN ,OYO"
201154,AAECTRON TECHNOLOGIES MONDIAL LTD,"EDUMANI ESTATE , IHIALA ,ANAMBRA"
780379,AAEL INTEGRATED GLOBAL PETROLEUM SERVICE LTD,"NO37OMOKUROADAHOADAEASTLGA,AHOADA,RIVERS"
1098470,AAELLIOT ENGINEERING NIGERIA LIMITED,"ROAD 3, BLOCK C, FLAT 1, VICTORIA GARDEN CITY AJAH , LAGOS ,LAGOS"
OS2532,AAEN ALUMINIUM NIG ENTS,"26, JIMOH ODUTOLA STREET, OGUNPA IBADAN , IBADAN NORTH WEST,OYO"
1263912,AAENDEEY OIL AND GAS TECHNICAL SERVICES NIG. LTD,"KLM. 39, OLD REFINERY ROAD, AKPAJO ELEME"
1026086,AAENIGERIA & PARTNERS LIMITED,"1,KANDICLOSE,OFFAMINUKANOCRESCENTWUSEII,ABUJA,FCT"
1127261,AAEUN AGRO-ALLIED SERVICES DEVELOPMENT COMPANY LIMITED,"PLOT609UNIABUJATEACHINGHOSPITALROADGWAGWALADA,ABUJA,FCT"
190266,AAEZE VENTURES LIMITED,"364, IPONRI SHOPPING COMP. , LAGOS ,LAGOS"
907440,AAF ASSOCIATED ENGINEERING LTD,"FLAT B2, CHIDEX ESTATE BY WATCHMAN CHURCH OYIGBO , PH ,RIVERS"
923716,AAF INTEGRATED CONCEPTS LIMITED,"PLOT 9 OGUNSONA CLOSE GATEWAY ZONE MAGODO PHASE 1 OLOWOIRA ISHARI LAGOS , LAGOS ,LAGOS"
367097,AAF JEO-TECH NIGERIA LIMITED,"44,OLAIYASTREET,MAFOLUKU,,OSHODI,LAGOS"
2501904,AAF LEGAL PRACTITIONERS,"NO. 2, AKINTOYE SHOGUNLE STREET, OFF JOHN OLUGBO"
367032,AAF NATION WIDE SCONSTRUCTION CO,"N4/154 OKE AREWO ST ADEBOYO IBADAN , OYO,OYO"
2451381,AAF ROYAL SERVICES,"13, FUNMILAYO FATOBERU STREET"
1056506,AAF SOLID RESOURCES LTD,"TSAMIYABABBAROAD,OFFEASTERNBY-PASS,KANO,KANO"
2183159,AAF-GREENE CONSULTING,"PLOT3680,ERIECRESCENT,OFFNILESTREET,MAITAMA,ABUJA,,FCT,"
2231601,AAFA GLOBE CONCEPT SERVICES,"32,IGBOBISABESTREET,,JIBOWUYABA,,LAGOSSTATE."
1088152,AAFAG INTEGRATED CONCEPTS LTD,"NO 17A OWONIYI ESTATE JALINGO TARABA , JALINGO ,TARABA"
151055,AAFAK NIG LTD,"8, AWOBUSUYI STREET OKORO VILLAGE , IBADAN ,OYO"
508667,AAFAK-AB INVESTMENT NIGERIA LIMITED,"NO.BALESCOMPOUNDINISAEDOROVIAEJIGB,INISAEDORO,OSUN"
775011,AAFAL COMPANY LIMITED,"NO32G.R.A.EBITUUKIWEROAD,MINNA,NIGER"
617519,AAFAM AROME NIG ENTS,"6 ILOROKO STR,EDE IDAH , ,BENUE"
1391402,AAFAMAM CREATIONS LTD,27 ALI BABA CRESCENT JABI
1536562,AAFANG INTEGRATED SERVICES LIMITED,BLOCK 17 FLAT 4 MILLINEUM ESTATE AFONKA - EGBEDA
79256,AAFAQ EDUCATIONAL FOUNDATION,"3B, SAMBO ROAD, GRA"
340188,AAFAT INTERNATIONAL LIMITED,"112,ABDULAZEEZATTAROAD,SURULERE,ILORIN,KWARA"
113042,AAFCO NIG LIMITED,"26, ORIMOLADE CRESCENT ADEKUNLE VILLAGE , LAGOS ,LAGOS"
1519722,AAFD GLOBAL RESOURCES LTD,"NO. 4, BLOCK A, ISS STREET, OPPOSITE WATER BOARD, ABUJA-FCT"
386676,AAFDEU ASSO.,"243/245 APAPA RD , LAGOS,LAGOS"
1295974,AAFE MST INVESTMENTS & MULTI-SERVICES LIMITED,NO 14 IYALOMDWU STREET OFF SLEEP INN HOTEL ROAD GINTI EWUELEPE LAGOS
953912,AAFEAAFE INTERNATIONAL RESOURCES WEST AFRICA COMPANY LIMITED,"1CHUKWUROAD,RUMUOMASI,PORTHARCOURT,RIVERS"
RV135465,AAFFIISS CONCEPTS,"NO.31 KING JAJA STREET PORT HARCOURT , PHA,RIVERS"
2138487,AAFHIBS VENTURES,"NO8,EMIRHARUNARASHIDWAY,,BIRNINKEBBI,,KEBBI,"
1351483,AAFI WORLD TRAVELS AND TOURS LIMITED,1-9 BERKLEY STREET
1204188,AAFIDA MANAGEMENT SERVICES LTD,"22,MINNA STREET,AREA 8 HARKI NULL NULL, ABUJA ,FCT"
2231162,AAFIMO VENTURES,"OBASANJOBLKC1SHOP275,GARKI2INTERNATIONALMARKET,GARKI,,ABUJA,,F.C.T."
2651536,AAFIN EWA MULTI-SERVICES COMPANY,"1, ODE-OKE, ADJACENT OANDO FILLING STATION"
1302880,AAFIN EWA NIGERIA LIMITED,"BLOCK 13, FLAT D, KONTAGORA ESTATE ISHERI -OLOFIN LAGOS"
193116,AAFIN LTD,"A25/27, OGUNNA QUARTERS , ERIJIYAN-EKITI ,ONDO"
2423849,AAFIN OGE EMPIRE,"11, PALACE ROAD"
2617439,AAFINTHREE ENTERPRISE,"NO 28, MEIRAN ROAD, LAGOS - ABEOKUTA EXPRESSWAY"
1314981,"AAFIYA SALES, SUPPLY AND GENERAL CONTRACT LIMITED","NO 2 BELLO STREET,OFF TANIMU ZAILANI RD ,RIGACHIKUN"
2496928,AAFIYAH CLINIC & MATERNITY,"NO 20, ADEYANJU STREET, BEHIND ILESA GARAGE"
1243388,AAFIYAH GLOBAL INVESTMENT LIMITED,NO 22 BANZAZZAU BEHIND ABUTH QUARTERS NEW JOS ROAD
913326,AAFJEO TECH. NIGERIA LIMITED,"15 BROWN ST OSHODI , LAGOS ,LAGOS"
1408653,AAFKIM MULTI SERVICES LTD,52 BALOGUN STREET LAGOS ISLAND
289181,AAFOA (NIGERIA) LIMITED,"60, LEMTERY ROAD , WARRI ,DELTA"
2202842,AAFOO CULTURE AND HERITAGE,"1,ALIMIFASHOGBONVILLAGE,,OTTA,,OGUN"
2651957,AAFRAPINT,31 ADEBOLA STREET SURULERE LAGOS.
2409556,AAFREEDA EVENTS,"51, ISAAC JOHN STREET, IGBOBI"
2641084,AAFREEDA.COM,BLOCK 33 FLAT 1 LOW COST HOUSING ESTATE
1523359,AAFREEDA.COM LIMITED,"BLOCK 33, FLAT 1 IFAKO IJAIYE HOUSING ESTATE"
410775,AAFRIECOR P TRADING CO.,"4 AJASA STR , IKEJA,LAGOS"
1325446,AAFTA INTEGRATED FARMS LTD,"HOUSE NO 3, U/SHANU STREET, FUNTUA"
2480945,AAFUNCO LOGISTICS & CO,NO. 2A COLLEGE ROAD
73044,AAFUNCO NIGERIA LTD,"1O1, ZARIA ROAD , FUNTUA ,KADUNA"
2624440,AAG ACCOUNTING CONSULTS,"30, AJIBOYE STREET, IJU ISHAGA"
2545868,AAG AGRICULTURAL ENTERPRISES,"NO. 28 BAKIN KASUWA, MONDAY MARKET, MAIDUGURI MMC LOCAL GOVT. AREA"
2731480,AAG CONSULT,"NO. 16, COTONOU STREET, WUSE, ZONE 6"
1257303,AAG CONTINENTAL NIGERIA LIMITED,80 GBOLOKO PHASE 3 ADEBA TOWN
940743,AAG ENTERPRISES,"NO 1 OFUGO ROAD,ENABO ANKPA LGA , KOGI,KOGI"
1323987,AAG GLOBAL INVESTMENT SERVICES LTD,SUITE 214B DBM PLAZA NOUACKHOTT STREET WUSE ZONE 1
1017391,AAG HEALTH SYSTEMS AND COMPANY LIMITED,"NO15PATIGIROADMANDATE111HOUSINGESTATENEWYIDIROADILORIN,ILORIN,KWARA"
890633,AAG MANAGEMENT SERVICES LIMITED,"RD 2, G17 - 18, VGC AJAH LEKKI, , LAGOS ,LAGOS"
2067406,AAG RENTALS,"NO.11,KANOSTREET,AREA1,GARKI,ABUJA,FCT"
2942204,AAG STAR GENERAL AND MERCHANDISE,PLOT 85 SHARADA INDUSTRIAL ESTATE PHASE II KANO MUNICIPAL
322738,AAG TOOLS & SAFETY EQUIPTMENTS CO,"24 RAUFU WILLIAMS CRES , S/LERE,LAGOS"
1275406,AAG TRANS-AFRICAN LIMITED,"221Y MORAJA CLOSE, OFF ADETOKUNBO ADEMOLA CRESCENT, WUSE 2"
2722485,AAGBALOF NIG. ENTERPRISES,El-Shadai Junction Ring Road
2159582,AAGBARA & LEDEE LAW FIRM,"CLOSE7,BLOCK1,FLAT2,ELEKAHIAHOUSINGESTATE,,PORTHARCOURT,,RIVERS."
715984,AAGBERI INVESTMENT NIG LTD,"NO.94,EKOROROAD,ABULE-EGBA,LAGOS,LAGOS"
372389,AAGE CONSTRUCTION LIMITED,"NO.ABESECLOSEAGBO-OBAAREA,SURULERE,ILORIN,KWARA"
146194,AAGEE IDICOM LIMITED,"C3, AHMADU BELLO WAY , KADUNA ,KADUNA"
960054,AAGEH INTEGRATED SERVICES NIG LTD,"NO1AYAGACOMPLEXSHENDAMRDLAFIA,LAFIA,NASSARAWA"
2458707,AAGES GLOBAL LINKS,"NO. 1, ALI CLOSE, OPPOSITE POLICE HQ"
OY52108,AAGES MOTORS,"N5B/915, BASORUN IBADAN , IBADAN NORTH,OYO"
2041997,AAGGES GUEST HOUSE,"NO.14ADEFOLUDRIVE,OFFALLENAVENUE,,IKEJA,LAGOS"
672808,AAGGES SERVICES LTD,"NO14ADEFOLUDRIVEOFFALLENAVENUE,IKEJA,LAGOS"
2513679,AAGK COMMUNICATIONS,NO 234 OPPOSITE YOUTH CENTRE KWAYA ROAD KURGWI
998729,AAGMR LIMITED,"45,GANASTREET,MAITAMA,ABUJA,FCT"
2627778,AAGO DESIGN COMPANY,"BLOCK 179,FLAT 4 JAKANDE ESTATE"
737322,AAGO SERVICES (NIG),"34A, URUALLA ST,,MILE 1, DIOBU , P/HARCOURT,RIVERS"
2107015,AAGOA BLESSING VENTURES,"13,PEDROSTREET,LAGOSISLAND,LAGOS"
KD0011746,AAGOLDEN BRAINS INTEGRATED MARKETTING SYSTEMS (G-BIMS),"HH8 KATSINA RD NULL, KADUNA,KADUNA"
1350912,AAGON ADEKUNLE NIG LTD,"27, SALVATION STREET, ISHERI IDIMU, LAGOS"
869243,AAGOOZOO BUSINESS CENTRE (NIG),"OBEYA ABEJUKOLO-IFE,ANKPA , ANKPA,KOGI"
408275,AAGUKON NIGERIA LIMITED,"BOMSCOMPOUNDELEKAHIA,PORTHARCOURT,RIVERS"
2432794,AAGUO AND OKON NIG. ENT.,"NO. 43, LAGOS ROAD"
976402,AAGV LTD,"1,SERTISTREET,JIMETAYOLA,yola,adamawa"
874789,AAGZ BUILDING & SUPPLY NIGERIA LIMITED,"HOUSE NO 20, AHMADU BELLO WAY, ZANGO AREA, ZURU, KEBBI"
2947471,AAH AGRO AND GENERAL ENTERPRISES,NO D13 LAYIN SANI MAI ZARE KOFAR WAMBAI
2564679,AAH AND BROTHERS GENERAL ENTERPRISE,"NO. 15, UNGUWAR MADAWAKI/IBB WAY QUARTERS"
695219,AAH BRINKS LIMITED,"NO.12B,AKINTANCLOSEDIDEOLUCOURTOGBA,IKEJALAGOS,LAGOS"
1023475,AAH ENTERPRISES & FILM PRODUCTION LTD,"NO.D13SANIMAIZARELINEKOFARWAMBAI,KANO,KANO"
1332315,AAH GARBA NIGERIA LIMITED,AREA 2 SECTION 1 BLOCK 30 FLAT 9 OYO STREET GARKI ABUJA
663081,AAH GLOBAL SERVICES LTD,"PLOT122,FEDERALHOUSINGAUTHORITY,KARU,ABUJA,FCT"
212581,AAH INVESTMENT AND TRADING LIMITED,"1B, SAWYER CLOSE., GBAGADA PHASE 1, , LAGOS ,LAGOS"
1134652,AAHA ENGINEERING & SERVICES LIMITED,"NO11LAFIAROAD,KADUNA,KADUNA"
356119,AAHA INTERNATIONAL LIMITED,"NO.21EBELLOROAD,KANO,KANO"
735324,AAHAFAT INTEGRATED SERVICES LIMITED,"SUITEA39SJAKIRPLAZA3MICHIKAST.,ABUJA,FCT"
2543586,AAHAS CONSTRUCTION VENTURE,NO.14A ATIKU ABUBAKAR WAY
RV141411,AAHELTO ENTS SERVICES,"NO.2 EPIRIKOM ROAD, MILE 4/5 RUMUEPIRIKOM , OBIO AKPOR,RIVERS"
395343,AAHFSON WEST AFRICA LIMITED,"WATERCASTLEBUILDING,BOGOB.C.G.A.,GOMBE,GOMBE"
2126385,AAHHAF ESTATE,"PLOT60A,PHASEIII,COMMERCIALEXP.LAYOUT,GWAGWALADA,,ABUJA,F.C.T"
2691941,AAHJI BREAD AND CONFECTIONERY,No. 332 tudun bojuwa fagge
1553554,AAHPARTI CONSTRUCTION LIMITED,"NO.10 EGBEDI CLOSE, GARKI 2, ABUJA."
1295607,AAHRAYSHCO INTERNATIONAL LTD,"SHOP NO. 1/NO. 72, BALOGUN STREET"
2744563,AAHROD BUSINESS ENTERPRISE,"3, AKINOLA JOHNSON, CLOSE OFF ADENIRAN OGUNSANYA 57, SURULERE"
710912,AAHW LIMITED,"1676OLADELEOLASHORESTREET,V/ISLAND,LAGOS,LAGOS"
2631984,AAHYOBAMI NIG VENTURES,"A 47, ODO-ESE STREET, IJEBU-JESA OPP POST OFFICE, ORIADE LOCAL GOVERNMENT"
642189,AAI AGRO CHEMICAL LIMITED,"PLOTYY10&11GULBIROADTUDUNWADA,KADUNA,KADUNA"
BY2039,AAI BUSINESS SERVICES,"N0:15 EMENIKE CLOSE RUMUADAOLU , PORT HARCOURT,RIVERS"
2761541,AAI COMMERCIAL ENTERPRISES,"86 Moshalashi Street , Shasha"
2118174,AAI CONSULT & ASSOCIATES,"PLOT1673,OYIN-JOLAYEMISTREET,,VICTORIAISLAND,,LAGOS"
615187,AAI GLOBAL ACCESS NETWORK LIMITED,"NO.3,AMINUKANOWAY,GADONKAYA,KANO,KANO"
KT2258,AAI LADAN & SONS,"NO. 19 BIRNIN GWARI ROAD , DANDUME,KATSINA"
385428,AAI PROJECTS AND SERVICES LIMITED,"UBRETEQTRS.,,OKPE,DELTA"
2810194,AAI RICE PROCESSING COMPANY,"SHOP NO 9, MAKWALLA MARKET"
2909341,AAI SUPERMARKET,"7 Tokunbo , Oke-ira NLA , Eti-Osa Local Government Area, Lagos State."
1160080,AAI TAFMA NIG LTD,"NO.47,KANURISTREET,BEHINDDERIBEHOSPITALBULUMKUTU,MAIDUGURI,BORNO"
2692598,AAI WATER TECHNOLOGY AND ENGINEERING SERVICES,"MG30 DR. NNAMDI AZIKIWE EXPRESS BYE PASS, JAMIL YOGHURT FACTORY"
2462378,AAIBM MERCHANDISE ENTERPRISE,"SHOP NO 3, MUSA PLAZA"
997568,AAIC GENERAL TRADINGS LIMITED,"1AMOSUHOUSEOWODUODUSTOLUYOLEESTATEEXTENSI,IBADAN,OYO"
OY50498,AAIC TRADINGS,"NO. 1, AMOSUN HOUSE, ABULE B/STOP, OWODU ODU VILLAGE IBADAN , IBADAN SOUTH WEST,OYO"
1505940,AAIC WENIKA INTERNATIONAL LIMITED,"NO. 11, TAKUM CLOSE, GARKI 2, ABUJA-FCT."
2407671,AAIFYNA CONCEPTS,"21 NANKA STREET,NEW HAVEN,ENUGU"
862098,AAIG ESTATE & GENERAL ENTERPRISES LTD,"NO.01,MAKARFIROAD,RIGASANEWEXTENSION,KADUNA,KADUNA"
853802,AAIGO INTERNATIONAL GENERAL TEXTILE INDUSTRY LTD,"67,OMORUYISTREETADUWAWA,BENINCITY,EDO"
1149329,AAII CUBE GLOBAL COMMUNICATIONS LTD,"UNIT29,JOHNEBIYEHAVENOFFSIRUDO-UDO-UDOMAAV,UYO,AKWAIBOM"
1392139,AAIKA INDUSTRIES LIMITED,"BLOCK B, FLAT 3, MANDE VILLA ESTATE, PHASE 1, OLATUNDE CLOSE, OFF IGIDI STREET, MENDE, MARYLAND"
1576734,AAIKI AND SONS NETWORK NIG LTD,"NO. 32, VICTORIA STREET, TSAUNI TSUGUGI, SABON GARI,"
2417361,AAILA POINT ENTERPRISE,"7, JEFF OKODUWA STREET, AKUTE"
NOT YET ASSIGNED,AAILU GENERAL ENTERPRISES LTD,No 2055. Bachirawa Kano
1198181,AAIM GREEN LIMITED,"70BARUWASTAGBOJUAMUWA,LAGOS,LAGOS"
1086793,AAIN-K INTERNATIONAL LIMITED,"NO25ZIK'SAVENUEUWANIENUGU,ENUGU,ENUGU"
92807,AAINCO ENTERPRISES LTD,"143, KERNEL ST SURULERE , LAGOS ,LAGOS"
481238,AAIP GLOBAL MERCHANTS LIMITED,"53,ISHIYAKUROAD,,UNGUWARDOSA,KADUNA"
2725511,AAIRAH GENERAL ENTERPRISES,"NO. 2076, 707 ESTATE"
173532,AAIS ENTERPRISES,"81 DANFODIO RD , ABA,ABIA"
2174313,AAISAMO VENTURES,"2,AYEDEROAD,AYILAOGUNWATERSIDE,,OGUN,,OGUN,"
2618980,AAISH TECH GLOBAL RESOURCES,"41A,Mission Street, Edu"
614490,AAISHMED NIGERIA LIMITED,"SUITEA3,KENAZPLAZAWUSEII,FCT,ABUJA"
1565875,AAISIRAH LIMITED,"NO 2 NEW BANEX PLAZA WUSE 2, ABUJA, FCT."
648905,AAITEC GLOBAL COMMUNICATIONS LIMITED,"NO22BIRAOSTREETWUSE11,ABUJA,FCT"
886429,AAITO OIL AND GAS LTD,"PLOT 292B ADETOKUNBO ADEMOLA CRESC , ABUJA ,FCT"
2399178,AAIVIC SOCIAL ENTERPRISES,2 AHMED ONIBUDO STREET
882896,AAIXA RESOURCES LTD,"290A, AJOSE ADEOGUN STREET, V/ISLAND,LAGOS STATE"
NOT YET ASSIGNED,AAIYIN.COM,"No 13, central road 1 Harmony Estate Aafin Iyanu ologun Eru Ibadan Oyo state Nigeria"
834742,AAJ - RAS TECH,"18 SHASHA ROAD OLUKOSI BUS STOP , LAGOS,LAGOS"
427508,AAJ AND ASSOCIATES LIMITED,"43ORITSHESTREET,IKEJA,LAGOS"
2788538,AAJ EXPRESS,"No 7 Popoola Banjoko Street, Soluyi"
1016235,AAJ FARMS LIMITED,"NO1BEHINDPOLICEPOSTPIWOYIVILLAGEAIRPORTROA,ABUJA,FCT"
865340,AAJ GLOBAL CONCEPT NIG LTD,"6HOSPITALRDDUTSINMA,KATSINA,KATSINA"
2714050,AAJ GLOBAL MULTI RESOURCES,"NO. 5 BEHIND AQSAT SCHOOLS, BY PASS"
1201745,AAJ GLOBAL PROPERTIES LIMITED,"14,BRISTOLROAD,,APAPA,LAGOS"
2852138,AAJ GOSHEL LINK VENTURES,"1, ISALE ODO, STREET, IDI AKUN, ILASHE, IDI-IROKO"
2256480,AAJ INTERNATIONAL VENTURES,"NO.40,BAZUNUROAD,,WARRI,DELTA"
316462,AAJ NIG LTD,"PLT278./ADEOGUNSTR.VICTORIAISLAND,LAGOS,LAGOS"
187407,AAJ SOAP ENTERPRISES LTD,"14 AJIBOSE STR, ILORO AREA, AGEGE , LAGOS ,LAGOS"
154258,AAJ UNITED (W. AFRICA) NIG LTD,"18, WURNO RD., , SOKOTO ,SOKOTO"
2240601,AAJ UNIVERSAL KONSULTING & ASSOCIATES,"19ALLENSTREETBARRACKS,SURULERE,LAGOS"
739404,AAJ-JUNAID SOAP ENTS.,"1, SALAWU ST.,OJOKORO , AGEGE,LAGOS"
1318818,AAJA REAL ESTATE LIMITED,"15, MUSA YAR'ADUA STREET,"
921207,AAJAN CONSTRUCTION COMPANY,"AAJAN CONSTURCTION COMPANY, BLK 2, FLAT 259,OLD MAITAMA VILLAGE , KUBWA, ABUJA,FCT"
1588397,AAJAX GLOBAL LINKS LIMITED,"NO. 38, HALIMA ROAD, UNGWAN SUNDAY SABON TASHA, KADUNA-SOUTH, KADUNA STATE."
55015,AAJAY CONVERTERS LIMITED,"25 TOKUNBOH STREET, , LAGOS ,LAGOS"
718218,AAJGICON NIG. LTD,"A14TINUBULAYOUTMONATAN,IBADAN,OYO"
321921,AAJI AKOGWU HERBAL HEALING HOME,"AAJI AKOGWU`S COMP. IGOGORO CENTRAL SCHOOL,IGBO EZE , NSUKKA,ANAMBRA"
1021022,AAJI EARTH ELEMENTS LIMITED,"6,UYOSTREETWARCOLLEGEGWARINPA,ABUJA,FCT"
403541,AAJIB GARMENT INDUSTRY,"108, GASIKIYA ROAD , BADIYA,LAGOS"
583409,AAJIB OLA TRADING CO.,"11 AYO IDOIDU CLOSE\ , S/LERE,LAGOS"
